negative	Unaweza kuelezea kinagaubaga hizo habari za wivu wangu watu wakuelewe una hoja na hujabwabwaja kwa kushindwa kujadili mambo kwa hoja?
neutral	Mwaka huu tutatafuta sababu zote. Ila ukweli mchungu?
positive	Kitanda kidogo cha wageni nyumbani kilitayarishwa kwa ajili yake
neutral	" Halafu walicheka na kusema, ""kweli, wewe ni mjinga, utampata wapi mwingine kama huyo?"""
neutral	Sawa mkuu, kwa hivyo twakwimu za vifo vya covid dunian kwa hii miaka 2 inaweza zidiwa na malaria siyo
neutral	kwanini huyo kapigiwa kelele
negative	" itafika wakat na sisi mashabiki hatutaingia uwanjan, soka ni furaha ila sasa karaha"
neutral	Mbona kelele zinaashiria uepo wa watu wengi??! Wapo wangapi kwani??
neutral	Latifa ni msumbufuu jaman dooh
neutral	Kwanini hakutumia online banking zenye app codes
negative	Shida yake huyo bibie anaupeleka ustaa wa kaka yake kwenye ndoa
neutral	Eti zuchu naye anajikuta anamzidi kiba ustar mpaka kanavimba
neutral	Oh , bouquet ya maua .huyu ndo wewe nnayekujua.
negative	Lakini yatapita undugu huu kwenye system sitaki kuamini kama wao ndo wanasifa pekee yao hapo kutakuwepo na mambo ya mama kanileta ya vimemo vimetumika lakini sawa ya dunia yatapita
negative	Jibini ! Ina ladha kama kitu flani nsichopenda
neutral	Nddo unanambia una wiki moja tu umejifunza kucheza piano, kwa utaalamu huo??
neutral	Nini tatizo? Hukujua kuwa itakuwa ni furaha ? !
neutral	Looh!! Jamaa katupiga kamba kweupe kabisa
neutral	Kweli ? Kwa nini ?
negative	Mimi pia amechoka sasa . Nimefanya kazi kwa masaa 12 ya muda wa ziada !
negative	Leseni hapo tutaambiwa ni shilingi laki kadhaa....chanzo cha mapato hapo chatafutwa.
neutral	SASA HICHO CHA KULA SI MNGE WAPELEKEA MASIKINI WAKALE KULIKO KUKIMWAGA !
neutral	Kweli ? Yeye ni kubwa sana .
positive	Kwenye elimu hapo kimei umeongea vyema
positive	" Kaizari alifurahi sana kwamba alitangaza usiku wa manane anapaswa kuwa na kitambaa chake cha dhahabu cha kuvaa shingoni mwake, lakini alikataa heshima hiyo kwa shukrani: alikuwa ameshapewa tuzo ya kutosha."
positive	Hili gauni ni kwa ajili yako. Natumaini utalipenda.
neutral	Inatufundisha kuwa kila mtu apende kwao
negative	Hiyo ni kweli . Mume wake ni kama paka.
neutral	Mheshimiwa , naomba tafadhali kuona leseni yako na usajili ? Je, unajua mwendo uliokuwa unakwenda ?
positive	Nimependa skirt yako mpya .
positive	Najivunia kuzariwa mwanamke Allahmdulillah ??????? Allah akurinde mama yetu kipenzi chetu rais wetu
positive	Nina uhakika. Hebu tununue utafurahia .
neutral	Wamjengee ukuta kama wa Mererani
negative	Mzee unaanzaje kushangilia wizi hata wao waloiba wanaona aibu kuwa na Furaha
neutral	unaweza vipi kusahau hifadhi ya tamasha tiketi ?
neutral	Kweli, bwana. Lete tuonje tuone kama kweli unajua kupika
neutral	Huo mualiko alioenda kuutoa huko ni kwaajili ya watu gani?? wakulima au wafanyabiashara??
neutral	siwezi kuamini hivyo !
neutral	"Wakati Ramsey alipokuja kusoma kitabu mwenyewe, baadaye maishani, alishangaa, na wakati mmoja akapasuka akicheka ,. "
neutral	Unaongelea Kuchumbiwa ? Ameolewa kabisa ana ndoa .
positive	Hey ni wewe ? Kwa muda mrefu hatujaonana !
neutral	"Uliyoyaandika mwanzo naona ""bado jujanipata"" ila ya chini yote naona kuwa umenielewa.?"
positive	Alionekana kuwa na furaha.
positive	umefanya jambo jema sana leo kumtambulisha MKE wako hadharani na pia kumshukuru hadharani.
neutral	Huyo anaulinzi tosha kutoka kigoma
positive	Dada mungu akubariki sana kwa kuamua kusema ukweli naamini utasamehewa
neutral	Angeomba Radhi Yeye Ingekua Na Nguvu Zaid
neutral	Hata hivyo watabaki werevu kadhaa na watarejesha nchi yetu kwenye mstari
negative	hizi sio bangi tu....ni bangi mbichi na njaa!!!
neutral	Hivi mnapo zungumzia STANDARDS mnataka standards zipi?
neutral	INAWEZEKANAJE??! duuu
neutral	Oh kweli? Umefanya nini?
neutral	Utajikuta umekamatwa na trafiki unadaiwa faini ya parking 300,000/-
neutral	Jamaa bila kujichubua alikua bonge la handsome sijui alikwama wapi huyu mwamba??
neutral	Kama CORONA haipo hivi vifo vinavyoshamiri kila kona kwa sasa vinasababishwa na kitu gani?
neutral	magu anawatoaga watu hawa wapi jamni??
neutral	Kweli ? Wow , ni nzuri .
neutral	Hebu sikiliza Kwanza mazungumzo Yao alafu urudi kucoment
positive	Alimkumbatia na kulia kwa furaha aliyokuwa nayo
positive	`Nilifurahishwa sana.
neutral	Sikuhizi Simu Yako inadumu Kuliko Hata Mahusiano Yako!????
neutral	Rais aliye madarakani atahudumu kwa vipindi vyote viwili kwa mujibu wa katiba ya JMT.
neutral	Kauli mbiu ya wajuba... Haulambi
neutral	hakuna hata barua mpaka sasa hivi ? ni tayari jioni imefka. Siamini
positive	"Chochote ninachotaka, yeye anataka, na amefurahiya. "
neutral	Nzuri ikiwa una neva.
negative	Hawa virusi wameshambulia computer yangu na kufuta mafile yangu ya muhimu yote
negative	"Bwana Beddington alikuwa na aibu fulani, watu hawakupenda kumwona vile. "
neutral	Hali ya hewa ilichafuka sana. Iliwanyeshea paka na mbwa usiku wa jana , lakini pamekuwa shwari asubuhi .
neutral	unadhani hyo chanjo utapewa BURE?
negative	alitutazama kwa macho ya dharau na kejeli nyingi usoni mwake zilijidhihirisha
positive	shukrani, mimi pia nimeipenda. nimenunua katika duka la hapa jirani.
negative	Kweli ushamba mtupu
neutral	Mnajisikia kama kwenda boating na mimi? twendeni
neutral	Acha tu tuendelee kuwa washamba.?
neutral	serekali ulihusishwa?
neutral	Halafu Kuna watoto wenye maziwa kwenye meno wanakuambia uchawi hamna....ihiii...dah...huwa nashangaa tu.....watu wanapigana pin daily
negative	Huu wizi unafanyika sehemu nyingi naomba viongozi wa wilaya tuige utendaji kazi wa huyu mkuu wa wilaya.
negative	Hamna dini, hii ni aibu
positive	Wanapendana sana hadi kuna muda unawaonea wivu
positive	Nimletewa  chips na viazi, njoo tule pamoja kama hutojali?
negative	Katika Tanzania si jambo la ajabu kabisa mtu kupewa madaraka katika fani asiyosomea. Mnakumbuka tulikuwa na Sarungi kama waziri wa ulinzi wakati ni doctor wa mifupa?.?
negative	Kumbe hawapimwi DNA mahakama zinafanya ujinga
neutral	Acha kunitania basi
neutral	Msomi unashindwa kujilinda unataka ulindwe.
negative	Ngoja akajifunze hekima kutoka jela maana huku mtaani ameona hapamtoshi
positive	bwana, hii ni sehemu yangu pendwa ya sandwich ummm je, umechukua PICHA?
neutral	Eti huyo anaringa ?
neutral	Iweje wewe uone nguo? Kwanini huoni kinachoonekana?
neutral	Crate moja ya bia ? Kwa nini kuna  haja kwani ?
negative	Sasa kama yule mbwiga ndio mshauri wake mkuu wa maswala ya uchumi , unategemea nini Gavana naye ndiokabisaaaaa
negative	Yanayoelezwa ni mabaya na kwa kuwa hayajathibitishwa sina haki ya kuyaandika.
negative	Huyu mzee alivyoona ung'eng'e umemkataa akaamua kumwaga mboga ili tukose wote!
positive	Asante mtangazaj mana ndio nimejuwa Leo kama kapten alienda kulala alafu meli inaenda yenyewe si kwa uzembe huu
positive	Afadhali binti jamani. Pole kwa mapambano.
positive	noooooooooooo mimi naaangalia mengi ya picha lol lol
negative	Umbea tu unawasumbua mamaeee zenu mnavosema mdogo kwani kavaa pampasi hapo etiii ooooh mwanamke mkubwa
neutral	Kumbe ndivyo ilivyokuwa,daaa!!!!
positive	Bodaboda vijana woteee mmenifuraishaaaa sanaaaa,,,awalambiiiiiiii
positive	Ogopa mtu aliesomea Urusi, hawanaga mchezo wale!
neutral	Oh , kweli ? Umepatia wapi ?
positive	mahaba mahabani
negative	nadhani Kuna Jambo Sasa unalitafuta na utalipata tu, sio kwa matangazo hayo ya vifo kila siku.
positive	katika mechi ambayo yanga wamecheza vzur kwenye mapinduz cup, ni mechi hii ya simba pekeyake
neutral	" Jamani kukojoa chini au chooni sio kosa, sasa mtu ameamua kukusanya mikojo nayo issue? "
positive	Nilichoka nikaamua kupumzika hahaaaa sema tupo wengi ajira hakuna kaa umfulie mume nguo
positive	Wewe ni Jembeee sana
neutral	Mkuu, taratibu kwanza
neutral	Mwanaume wa Dar unadhani ukijificha chini ya uvungu ndo majambazi hayatakuona?
positive	" Mtoto wake mzuri, na aliyekuwa na moyo mwema zaidi; alikuwa anampenda sana"
positive	hahahaaa, yaan nimecheka jamn mpaka machozi.
positive	umeongea ukweli mtupu mpaka Ndugai mwenyewe siku hizi anakukubali anabaki anacheka
neutral	Wadada sahivi waongo eti nakuota afu usingizi upati, inawezakanaje hii??
positive	Mzee baba, unapiga maswali kiprofessional kweli kweli. Hongera kwa kazi nzuri.
positive	naomba namba ya kishimba tafadhali nina zawadi yake...kwani sifa za uwaziri ni nni
neutral	Sasa kwanini wanashindwa kugundua dawa? Huu ugonjwa kuna kitu kiko nyuma ya pazia.
negative	cjui mlipataje kazi hiyo mnakera
neutral	Una bata yako katika mstari .
positive	Shinikiza nyingi inaweza kupita au bila kujua kuwekwa kwa watoto waliokua, kuwapa wajukuu kwa kufurahisha babu
negative	Majonzi haya hayatawaacha salama wote waliopewa mamlaka ya kulinda uhai wa wananchi?
negative	Haikukataa haswa kuwa askari wa serikali walihusika.
negative	Ndio mana nimejenga nyumba yangu kwa nguvu zangu mwenyewe mwaka wa kuolewa. Wanaume si watu
negative	Huna mpya kaka tafuta mishe nyingine ufanye
neutral	eti kisa linampata yeye mwache apambane mwenyewe
positive	"Wote watatu wakaanza kutembea, wakifuatwa na umati wa watu waliofurahia. "
negative	Watu wanapanda ndege na negative test lakini wanakutwa na Corona virus wakishuka! Vipimo feki na tunasambaza tu ugonjwa hadi nje ya mipaka tutakuja kufungiwa sasa hivi!
negative	Clouds sio mbaya wabaya ni wafanyakazi wa clouds Menaamini katika hili
neutral	Mtoi ndo nini?? Ndo mtoto?
negative	Watu bado wanaishi kwa mazoea, wengine tunapambana wao wanachota tu mihela. Pambana nao mkuu mpaka kieleweke
negative	'Katika kituo cha chini ya ardhi, mlevi aliniambia. Alijaribu kuniuliza kitu lakini sikujibu hivyo akaanza kuongea juu yangu na mwenzake. Nilimchukia mtu huyu mchafu mchafu. '
neutral	na hii ya kushindwa kupumua mbona imekuja kwa kasi ndo ugonjwa gani mbona sielewi??
neutral	"`Tafadhali fanya,"" alisema Ianthe, ambaye alikuwa amechanganyikiwa kwa muda. "
positive	Ina ubora. Binafsi nimeipenda sana .
negative	Sijaona umuhimu wa wema kuendeleza kuhusu kanumba na sijaona umuhimu wa lulu kuringishia nyumba ya majizo
negative	naona sasa bongo WIZI UMEHALALISHWA!tena umewekewa pambio zuri la neno''ufisadi''
neutral	Mpaka awamu hii iishe, kila mtu atakuwa amejitambua...?
negative	Mimi kwa kweli nachukia hali ya hewa ya mvua  .
positive	Unaweza kuamini mimi ninaenda Ulaya mwezi ujao?
negative	Sio kila Mtu ana kipaji cha kufanya interview, wengine wana force tu wapate ugali matokeo yake ndio haya.
positive	"`Lakini mwenyekiti wangu na makamu mwenyekiti wamenipa mkataba wa mwaka mwingine, na nimefurahi sana. "
positive	Yupo vzr sana huyu mama dah
neutral	hapo ndio tunapambana na maambukizi?
negative	Tuko mbali sana kufikia maendeleo
neutral	Tunadharauliwa kivipi? Nenda kwenye point yaan wametuonesha dharau kwenye nini.
neutral	Achen kwenda na matokeo uwanjani
neutral	Ni nini kilichotokea ? Wimbo wangu ilibaki kidogo tuu uchezwe na ukawekwa mwingine .
positive	"Na ghafla walijikuta wakizungumza aina ya lugha ambayo sote tunaweza kuelewa, na walifurahi sana juu ya hili. "
positive	"pakiwa na tamasha kuna %wanachukua kwenye viingilio, na biashara nyingine za huduma kwenye shughuli hiyo ya burudani..pesa inapatikana "
neutral	Kuna mahali nimeona
neutral	Wewe utawezana na kasi ya magu kweli wavivu fukuza sio barua, shauri yako
neutral	Sijui mnanielewa eeh?
neutral	Imewezekna vipi wewe kupata nakala ? Nimeweka order kwa wiki sasa na bado nasubiri zamu yangu haijafika.
positive	"Asanteni sana kwa kuhudhuria shughuli yangu siku ya leo, mmeifanya ipendeze "
negative	Lazima kuna watu alikuwa anaongea nao ila kwa sasa wamemgeuka ndiyo maana wanaitana Mayuda
negative	Hizo ni lugha tu zakutaka kufanikisha Nia yao ovu na kufanya biashara.
positive	Upande wa mashtaka ulikata rufaa hata hivyo zombe alishinda rufaa zote mbili.
negative	Mahusiano mengi yanaenda kuvunjika kwa mambo ya kijinga
positive	Jambo hili linanipa mwamko mkubwa sana wa kujituma na kuipenda kazi yangu
positive	" Pembeni yake anakaa kijana, mrefu na mwenye nguvu; anampa rose na anatabasamu."
neutral	Ewe dereva uwapo barabarani kumbuka kujali usalama wa kila mmoja anaetumia barabara.
neutral	Me pia nimeona mwaya wala siyo wivu, yaani huyo kaka hadi anaona aibu sijui kalazimishwa
positive	@Ms___Lydia Piga keleleeeeeee!A262Nasahau protocol za siasa????
positive	Naam, kwa kuwa tutachekewa kuondoka, niliamua kutengeneza kifungua kinywa cha kutosha!
positive	#TANZANIA :- Kivuko cha kisiwa cha Rubondo kimekamilika ##HAPAKAZITUAWAMUYATANO
positive	karibu DC Nafurahi wewe alikuja nje kututembelea !
negative	Nimekuja kugundua mitandao imejaa watu wenye tatizo la Afya ya akili.
negative	Hakuna cha walimu wa kujitolea, serikali iajiri walimu fullstop...?
neutral	Kumbuka kuendesha kwa kuzingatia sheria za usalama barabarani ili kupunguza wimbi la ajali nchini.
neutral	kaonesha jinsi jamaa anavotaka alipwe gharama alizotumia akiwa nae kwa mahusiano
neutral	Unamaanisha kijana uliyekutana nae MSN?  Una akili lakini wewe??
neutral	Duuuh Mbona balaa
neutral	Mungu wangu.
negative	afisa wa polisi gani huyu! Mbona huna adabu
positive	So proud of you for speaking up. Nimekuhusudu kwa kuwa mkweli na kukubaliana na hali yako.
negative	Mleta mada asamehewe. Hakuna shaka ana uwendawazimu wa aiana fulani.
neutral	Zitatutosha kweli hizo ? au kila mtanzania tone moja
negative	usitudanganye, njoo uishi hapa uone joto ya jiwe.
negative	alienda kutembea na shemeji yake na kumtia mimba ni aibu kubwa sana kwa familia
positive	Lakini sasa alionekana akiwa na furaha.
negative	"Kiongozi wa Ikulu, alionyesha kukasirishwa na kitendo cha kigaidi "
negative	Mama anawatoa watu kafara kwa kuwaadaa wapate chanjo
neutral	Kwa hiyo ukiwa na simu lazima furaha upate eeeeh
positive	Mimi nafurahi kama umezifurahia. Hongera  ya kumbukizi ya siku ya kuzaliwa !
negative	Unapiga mambo ya ki sayansi bila kuwa na uthibitisho wa kisayansi wakati wewe ni mwanasayansi??
negative	Hahaha. Hongera yako ya shingo upande hatuitaki.
negative	?lugha mbovu kama yako kwa niaba ya watanzania tulioko huku US sikubaliani nayo na haitufikishi popote.
positive	Nimecheka kwa sauti eti we ndio subira
negative	wacha mkorogo
positive	" Unaweza kuwa na maelfu ya siku zangu, lakini nina maelfu ya wakati ambao ninaweza kufurahi na kufurahi."
neutral	Kwani huko nyumbani kwenu mnakula nini?
neutral	Duh! Tanzania hiii!
positive	Watu wengi wametoa mchngo nawashukuru sana sana ndugu zangu
positive	uhakika . Huyu hapa kashafika tayari
positive	"Tabasamu hili limebeba matumaini makubwa ya uhuru, haki na maendeleo ya watu. Asanteni kila mmoja ambaye hakutulia kusubiri uteuzi wa Mhe. kuwa Mgombea Urais "
positive	Wewe alifanya hivyo mwenyewe ? Wow , wewe ni mzuri !
neutral	Na hii nasema ni ukweli wa dhati kabisa, mnyonge mnyongeni lakini haki yake msimyime.
neutral	Shukrani , Jane . Mimi kwa kweli nilishangazwa . kulikuwa na watu wengi  wenye ujuzi .
negative	Hakutakiwa kutoa siri za mwanaume hivyo
positive	Uzuri wa sugu hajawahi niangusha
neutral	Tulia nawa mikono,kunywa maji vaa balakoa
neutral	barakoa ni muhimu kaka
negative	tunafeli wapi jamani kwanini tunadanganya viongozi wetu? Jamani tutaacha lini Tabia hii?
neutral	wale wapinzani hii dawa haiwahusu.
neutral	hivi mtu unaweza uka browse page ambayo unahisi watu wake hawapo sawa au watu wa hovyo.
positive	mungu amjalie afyanjema raisi wetu baba wa wanyonge
positive	Mtu huyu alinitambulisha kwa wakala ambaye hakuonekana kuwa na msisimko wote na alikuwa analazimika rafiki.
neutral	Ndiyo ,kweli ni mshangao . Unaendeleaje?
positive	Asante sana kwa ajili ya kuja usiku wa leo . Kila mtu kwa kweli walifurahia utendaji wako .
positive	Shukrani kwa kunikumbusha. daima hupotea kabisa kwenye akili yangu .
negative	Acha ujuaji....
neutral	Hapa mimi sijaelewa, aliekuja kubomoa alitumwa na nani?
negative	Point yako ni nini Sasa, huo ndo uwakilishi au porojo.
positive	Asante. Mmm, unaweza kuniambia zaidi kuhusu hawa viumbe wa majini?
positive	"Mbwa waokoaji mara nyingi huwa na hofu ya watu, na bado anaweza kufurahiya, kwa sababu umekuwa nje, kwa mfano. "
negative	Ni tabia za vijana weng wa sasa, ukiona kijana wako hayuko hivyo basi endelea kusimama nae
negative	Huyu mtu nae ni mshamba vile vile, anapokaa na wataalam anaongea vingine akikaa na laptop yake anaandika mengine kabisa!!.
negative	'Kwa ukosefu wa usafi wa mtu fulani, nyumbani na kibinafsi.'
positive	Heri ya sikukuu ya Christmas!
neutral	NCHI ZILIZOCHUKUA TAHADHARI AMA KUTEKELEZA MAWAZO YAKO HALI IKOJE, VIFO VIMEPUNGUA AMA NDIYO MLIPUKO UMEONGEZEKA???
negative	Anatumia brand ya family kujipandisha dau.
negative	Tunataka point mbona shukran tu mwanzo mwisho
negative	Mimi huzunguka na kuona mengi, ila kwakweli kuwa vitu vinatia maudhi duniani
neutral	Sasa hizo box zinatosha Watu wangapi!?
negative	Umalaya ni kuzini na mtu zaidi ya mpenzi wako au wake zako sio lazima upate pesa Yaani mtu mwenye wapenzi wengi huyo ni Malaya
negative	Laana kubwa hii jmn dunia inaelekea wap cjui
neutral	Sasa hapo ni Belgium wandishi uchwara nyie
positive	Oh jamani, ni ya kusisimua sana!
neutral	Lakini kwa nini wakatae kununua hivi, mbona vile vya mwanzo walinunua?
positive	unajiamini hatari
positive	Asante saana Rais wetu hakika tutafika mahali tunapo takiwa kufika!!!
positive	shukrani.
neutral	Ndiyo mmejua leo kuwa mafuta ya ndege yalichomwa bure?
neutral	Nimeitafuta sijaiona. Naomba utupatie hiyo link.?
positive	Nimempenda dada anauchambua mpira vzr xana hongera kwake.
positive	Ndiyo . Asante .
positive	Tupo hata katika hifadhi zetu za taifa, tunasherehekea kufunga ndoa na tutakwepo kwa siku kadhaa
positive	Aisee nisewe mnafiki zuchu amefunika katika nyimbo nilizozisikia hii imefunika kwakweli zuchu
positive	Jameni mimi nafurahishwa na huyu mtangaazaji
positive	" Hawakuonekana wagonjwa wakati wote, lakini waliruka na walikuwa na furaha sana, lakini hakuna hata mmoja wao aliyejua"
positive	hata ikitokea siku tumeamka yakatangazwa mashetan yote yaliyohujum huu chaguz yamekufa,mim nitakuwa na furaha tu!!
neutral	Hujakatazwa kuomba ushahidi umeuomba na umepewa then unauliza shida nini!?
neutral	kwa nini ? kitu chochote maalum huko ?
negative	haya mambo ya swal linaulizwa alafu hatusikii sauti ya mbunge mwenyewe anayeuliza inaboa
positive	Walijianika juani na mama yao wakicheza kwenye mchanga
negative	baada ya kugundua kwamba sisi ni mambumbu. Tunaoongozwa na mbumbumbu mkuu.?
negative	Huna akili
neutral	Wewe unanunua mito online ? ni ajabu !
negative	viongozi wa ccm mpunguze kujikomba kwa mzee
negative	Mama wa kituo anaonekana ni muongo
negative	Lakini hakufurahishwa hata kidogo; kwani hakupenda vile ilivyokuwa ya kuchosha.
neutral	Na pesa zenu hazinaga kazi eeh!!??
positive	Yajayo yanafurahishaa
positive	Mama mimi binafsi nimekuelewa..sijui wenzangu
neutral	Mvulana akainama tena, akishangaa mpinzani wake namna alivyo mtendea siku hiyo
positive	Huwa nakukubali sana, upo simple lakini unatisha
neutral	"Wakati macho ya hudhurungi-ya kahawia ikiwa yamemwangalia tena, macho yao ya kiwango kilionyesha alikuwa amepona kutoka kwa mshangao wake. "
positive	Tunahitaji viongozi wengi wenye ujasiri Kama JPM, wanaoweza kusimamia masilahi ya nchi zao dhidi ya mabeberu bila uwoga wowote.
positive	"Nisingesema, amenipokea kwa bashasha sana. "
neutral	Sasa wanakunywa kabisa inamaana wanakorona au....
negative	Madaktari wanapata mkopo 100% wakiwa Chuoni, halafu tunawapa ajira Serikalini wanakimbia kisa maslahi
positive	Nakuombea!  mungu akuimarishe na urudi tena ili uendeleze utalii mheshimiwa mm ni moja kati ya vijana ninae penda kazi zako
negative	Mtu amefiwa halafu ana comment mambo ya ajabu. Mungu atusaidie.
negative	" Sasa aliposikia kuwa wanaishi kwa amani, na wameendelea vizuri, wivu na chuki viliibuka moyoni mwake "
neutral	sheria inasemaje ukiwa na mahusiano na mwanamke zaid ya miezi 6?
neutral	Eee! Wengi watashangaa kwa sababu ya ajali iliyotokea, lakini ukweli ni kwamba Nungwi ipo kwa miaka mingi iliyopita.
negative	Unaweza ukasikia kesho anaomba radhi kwa hayo maneno huyo ndio zito
negative	Mimi sijali !
neutral	korosho yetu ni BORA kuliko zote Duniani.
neutral	nini kilichotokea ? Mlipigana au?
negative	hatuna serikali tuna kigenge cha wahuni tuu eti faini milioni mbili
neutral	Alokuambia jamiiforum ni kwa wauza dagaa ni nani?
neutral	Sasa huku kuna mbunge eti alipata ajali hata wabunge wenzake hawakujua Hata picha za ajal had sasa hakuna
neutral	Hiyo ni ajabu! Barafu juu ya keki .
positive	Hii yote inaonekana nzuri ! Nadhani sisi tumejua nini tunataka .
negative	Mimi tatizo langu siyo korona, ni argument ambayo haitoi mbadala.?
neutral	Hiyo saini iko wapi? Hamna hata picha?
neutral	Kweli ?wewe umesikia wapi ?
negative	Mambo mengine ni kudhalilisha nchi tu
neutral	Kweli ? Wewe unatania .
positive	Yaani hili jamaa ninampendaga sana.huzungumza kwa kujiamini safi sana
positive	Mzee baba alikuwa noma sana
